name,day_of_week,color,start_time,end_time,other_notes,document_id,name_venue,address,phone_number,other_notes_venue
Baby Massage,Tuesday,#aae3ff,13:00:00+00:00,15:00:00+00:00,"Starts 21 Jan
Call 07860 915 806 for info",Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
"SENsations stay and play
for children with additional
needs or disabilities",Tuesday,#b5b1f5,13:00:00+00:00,14:30:00+00:00,Call 020 7091 1282 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
"Early Years SEND Information
Sessions",Tuesday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,Call 020 7091 1282 for dates and info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
"Baby Steps - antenatal education
programme",Tuesday,#b5b1f5,14:00:00+00:00,16:00:00+00:00,"Email: babysteps@gstt.nhs.uk for
more info and to book",Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Employment and Training Support,Wednesday,#aae3ff,09:30:00+00:00,12:00:00+00:00,Call 020 7582 9711 option 2 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Natural Thinkers Learning through outdoor play,Wednesday,#aae3ff,10:00:00+00:00,11:30:00+00:00,Call 020 7582 9711 option 2 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Health Visitors Development Reviews,Wednesday,#b5b1f5,09:30:00+00:00,12:30:00+00:00,Call 020 3049 5300 to book(Please ask for the North),Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
HENRY - Starting Solids,Wednesday,#b5b1f5,10:00:00+00:00,12:00:00+00:00,12 Febgst-tr.HVsupportanddevelopmentworker@nhs.net to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
HENRY - Fussy Eaters,Wednesday,#b5b1f5,10:00:00+00:00,12:00:00+00:00,19 Margst-tr.HVsupportanddevelopmentworker@nhs.net to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
LOTUS Group with St. Michael’s Fellowship (Mums aged 25 yearsand under only),Wednesday,#cd9faf,10:00:00+00:00,12:00:00+00:00,Call 020 7735 1540 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Baytree Information and Advice Session,Wednesday,#cd9faf,09:00:00+00:00,12:00:00+00:00,Call 020 7735 1540 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Baby Explorers 0 - 1 year,Wednesday,#aae3ff,13:00:00+00:00,14:30:00+00:00,Call 020 7582 9711 option 2 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Complimentary Therapies withMorley College,Wednesday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,Starts 8 JanCall 020 7091 1282 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Cook Up with St. Michael’sFellowship,Wednesday,#cd9faf,12:30:00+00:00,15:00:00+00:00,Call 020 7091 1282 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Citizenship for Parents(Spanish and Portugese speakers),Wednesday,#cd9faf,12:00:00+00:00,14:00:00+00:00,Call 020 7735 1540 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Chattertime,Thursday,#aae3ff,10:00:00+00:00,11:30:00+00:00,Call 020 7582 9711 option 2 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Health Reviews,Thursday,#b5b1f5,10:00:00+00:00,12:00:00+00:00,Call 0203 049 5300 to book (Please ask for the North),Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
EPEC Baby and Us,Thursday,#b5b1f5,10:00:00+00:00,12:00:00+00:00,Starts 23 Jan To register visit: www.lambeth.gov.uk/parenting,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
it REAL (Raising Early Achievement in Literacy),Thursday,#cd9faf,10:00:00+00:00,12:00:00+00:00,Call 020 7735 1540 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Toddler Messy Explorers,Thursday,#aae3ff,13:00:00+00:00,14:30:00+00:00,Call 020 7582 9711 option 2 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Baby Explorers,Thursday,#b5b1f5,13:00:00+00:00,14:30:00+00:00,Call 020 7091 1282 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Health Visitors Development Reviews,Thursday,#b5b1f5,13:30:00+00:00,16:30:00+00:00,Call 020 3049 5300 to book (Please ask for the North),Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Toddler Explorers,Thursday,#cd9faf,13:00:00+00:00,14:30:00+00:00,Call 020 7735 1540 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Baby Messy Explorers,Friday,#aae3ff,,,Call 020 7582 9711 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Citizen’s Advice Appointmentss,Friday,#aae3ff,10:00:00+00:00,13:00:00+00:00,Call 020 7582 9711 option 2 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Toddler Explorers,Friday,#aae3ff,11:30:00+00:00,12:30:00+00:00,Call 020 7582 9711 option 2 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Chatterbox,Friday,#b5b1f5,10:00:00+00:00,11:00:00+00:00,Call 020 7091 1282 for info,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Citizen’s Advice Appointments,Friday,#b5b1f5,10:00:00+00:00,13:00:00+00:00,Call 020 7091 1282 to book,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
"Art, Craft and Printmaking with Morley College",Friday,#cd9faf,10:00:00+00:00,12:00:00+00:00,"Starts 10 Jan
Call 020 7735 1540 to book",Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Rose Voucher Collection,Friday,#aae3ff,13:00:00+00:00,15:00:00+00:00,Appointment only,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Ethelred Children’s Centre,"9 Gundulf St, SE11 6BG",020 7582 9711 Option 2,
Rose Voucher Collection,Friday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,By appointment only,Better%20Start%20NORTH_LAMBETH%20Spring%202025,Henry Fawcett Children’s Centre,"9 Clayton St, SE11 5BZ",020 7091 1282,
Rose Voucher Collection,Friday,#cd9faf,13:00:00+00:00,15:00:00+00:00,By appointment only,Better%20Start%20NORTH_LAMBETH%20Spring%202025,St Stephen’s Children’s Centre,"9 Meadow Place, SW8 1XY",020 7735 1540,
Citizens Advice Appointments,Monday,#aae3ff,10:00:00+00:00,13:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Midwifery Services,Monday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Baby Explorers,Monday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Baby Massage,Monday,#aae3ff,10:00:00+00:00,11:30:00+00:00,"20 Jan
-—17 Feb, 3-31 Mar
5 Week Course for New Parents
with babies 0 - 6 months
Please call to register interest",Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Child Health Review Clinic,Monday,#aae3ff,,,By appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support,Monday,#cd9faf,,,"By appointment
Please call to book",Better%20Start%20NORWOOD%20Spring%202025,Rosendale Children’s Centre,"9 Rosendale Road, SE21 8LR",020 4542 3520,
Midwifery Services,Monday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Stay and Play,Monday,#aae3ff,13:00:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Child Health Review Clinic,Monday,#aae3ff,,,By appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Online Chattertime Live!,Tuesday,#c4cbcc,10:30:00+00:00,,facebook.com/EvelinaLondonSLT,Better%20Start%20NORWOOD%20Spring%202025,Norwood Virtual Session,online or by phone,,
Midwifery Services,Tuesday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Employment and Training Support,Tuesday,#aae3ff,09:30:00+00:00,12:00:00+00:00,By appointment. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Stay and Play 0 - 4 years,Tuesday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Child Health Review Clinic,Tuesday,#aae3ff,,,By appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support,Tuesday,#b5b1f5,,,By appointment. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Crown Lane Children’s Centre,"9 Crown Lane, SW16 3HX",020 8761 7139,
Midwifery Services,Tuesday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support 0 - 4 years,Tuesday,#aae3ff,,,By appointment. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Child Health Review Clinic,Tuesday,#aae3ff,,,By appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
SEND Stay and Play,Tuesday,#aae3ff,13:00:00+00:00,15:00:00+00:00,,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support,Tuesday,#b5b1f5,,,By appointment. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Crown Lane Children’s Centre,"9 Crown Lane, SW16 3HX",020 8761 7139,
Midwifery Services,Wednesday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support 0 - 4 years,Wednesday,#aae3ff,,,By appointment Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Baby Explorers 0-12 months,Wednesday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Circle of Security Parenting,Wednesday,#aae3ff,09:30:00+00:00,11:30:00+00:00,29 Jan — 26 Mar Parenting Course with Creche To register: www.lambeth.gov.uk/parenting,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Midwifery Services,Wednesday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Meet and Greet,Wednesday,#aae3ff,13:30:00+00:00,14:30:00+00:00,"29 Jan, 26 Feb, 26 Mar Welcome and introduction to Children’s Centre services for newly registered families",Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Stay and Play 0 - 4 years,Wednesday,#aae3ff,13:00:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Starting Solids,Wednesday,#aae3ff,13:00:00+00:00,15:00:00+00:00,"22 Jan, 12 Mar Please call to register",Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Midwifery Services,Thursday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
CHATTERTIME!,Thursday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Child speech and language development stay and play with a Speech and Language Therapist. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Breast Feeding Support,Thursday,#aae3ff,10:00:00+00:00,12:00:00+00:00,Drop In,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Parents Only 5 - 11 years,Thursday,#b5b1f5,09:30:00+00:00,11:15:00+00:00,Information and support group for parents of children aged 5 —- 11 years Please see separate flyers for more details.,Better%20Start%20NORWOOD%20Spring%202025,Crown Lane Children’s Centre,"9 Crown Lane, SW16 3HX",020 8761 7139,
Midwifery Services,Thursday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Sewing and Embroidery,Thursday,#aae3ff,13:00:00+00:00,15:00:00+00:00,5 week course with creche Beginners welcome 16 Jan — 13 Feb and 6 Mar - 3 Apr Please call to register,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support 5 - 11 years,Thursday,#aae3ff,,,By appointment Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support 0 - 4 years,Thursday,#cd9faf,,,By appointment Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Rosendale Children’s Centre,"9 Rosendale Road, SE21 8LR",020 4542 3520,
Midwifery Services,Friday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Better Start Worker 1-1 Support 0 - 4 years,Friday,#aae3ff,,,By appointment. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Outdoor Stay and Play & Natural Thinkers,Friday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Especially for children 12 months — 4 years. Please call to book,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Stronger Family Yoga,Friday,#aae3ff,09:30:00+00:00,11:30:00+00:00,10 Jan — 14 Feb. 5 week gentle yoga excerise course for new parents and their babies aged 0-6 months. Please call to register,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Midwifery Services,Friday,#aae3ff,,,By Appointment,Better%20Start%20NORWOOD%20Spring%202025,Benton’s Lane Children’s Centre,"9 18 Bentons Lane, SE27 9UD",020 4542 3520,
Citizen’s Advice appointments,Monday,#aae3ff,10:00:00+00:00,13:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Child Health Review Clinic,Monday,#cd9faf,,,By Appointment,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Better Start Worker 1-1 Support 0-4 years,Monday,#b5b1f5,,,By appointment. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Stay and Play 0 - 4 years,Monday,#b5b1f5,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Breast Feeding Support Drop In,Monday,#abd8c1,10:00:00+00:00,12:00:00+00:00,,Better%20Start%20STREATHAM%20Spring%202025,Gracefield Gardens Health Centre,"9 2-8 Gracefield Gardens,SW16 2ST",020 3049 5030,
Stay and Play 0 - 4 years,Monday,#cac87b,10:30:00+00:00,12:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Youth and Community Trust,"9 The Hut, Abercairn Rd,SW16 5AL",020 3146 4179,
Parental Peer Support Group,Monday,#aae3ff,09:30:00+00:00,11:00:00+00:00,20 Jan - 10 Feb,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Hola! Stay and Play,Monday,#aae3ff,13:00:00+00:00,15:00:00+00:00,Family Learning for children and families whose first language is Spanish or Portuguese. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Felix Food Project,Monday,#aae3ff,,,By referral Please call for more information,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Baby Explorers 0 - 12 months,Monday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Child Health Review Clinic,Monday,#cd9faf,,,By appointment,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Baby Explorers 0 - 18 months,Monday,#cac87b,13:00:00+00:00,14:30:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Youth and Community Trust,"9 The Hut, Abercairn Rd,SW16 5AL",020 3146 4179,
Fussy Eating Workshop with creche,Monday,#b5b1f5,13:00:00+00:00,14:08:00+00:00,24 Feb,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Starting Solids Workshop,Monday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,27 Jan. Please call to register,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Online Chattertime Live!,Tuesday,#ced4d5,10:30:00+00:00,,facebook.com/ EvelinaLondonSLT,Better%20Start%20STREATHAM%20Spring%202025,Streatham Virtual Session,online or by phone,,
Stay and Play 0 - 4 years,Tuesday,#aae3ff,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Baby Massage 10.00 - 11.30.,Tuesday,#aae3ff,10:00:00+00:00,11:30:00+00:00,"21 Jan - 18 Feb, 4 Mar —1 April Please call to register interest",Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Meet and Greet 10.00 -11.00,Tuesday,#aae3ff,10:00:00+00:00,11:00:00+00:00,"Welcome and introduction to Children’s Centre services for newly registered families 28 Jan, 25 Feb, 25 Mar",Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Baby Explorers 0 - 12 months,Tuesday,#b5b1f5,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
Midwife Breast Feeding Support By Appointment,Tuesday,#cd9faf,,,,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Time Out For Poetry,Tuesday,#cd9faf,09:30:00+00:00,11:30:00+00:00,14 Jan - 18 Mar Adult Learning group with creche. Please call to Register,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Employment and Training Support Appointments,Tuesday,#aae3ff,13:00:00+00:00,15:00:00+00:00,Please call for more information,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
HENRY eight week Healthy Families course with creche,Tuesday,#aae3ff,12:30:00+00:00,15:00:00+00:00,28 Jan — 25 Mar,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Baby Explorers 0 - 12 months,Tuesday,#cd9faf,13:30:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Midwife Breastfeeding Support By Appointment,Tuesday,#cd9faf,,,,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Better Start Worker 1-1 Support 0 - 4 years,Tuesday,#cd9faf,,,By appointment. Please book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Stay and Play 0 - 4 years,Tuesday,#b5b1f5,13:00:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Streatham Hub Children’s Centre,"9 388 Streatham High Road,SW16 6HX",020 4548 2561,
ESOL Course with creche,Tuesday,#cd9faf,13:00:00+00:00,15:00:00+00:00,14 Jan - 25 Mar Enrollment 7 Jan,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Better Start Worker 1-1 Support 0-4 years,Wednesday,#aae3ff,,,By appointment. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
ESOL Course with Creche,Wednesday,#aae3ff,09:30:00+00:00,11:30:00+00:00,15 Jan - 26 Mar. Enrollment 8 Jan,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Better Start Worker 1-1 Support 0-4 years,Wednesday,#cd9faf,,,By appointment Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Professional Carers Group Network support and activities for registered professional childcare providers and the children in their care.,Wednesday,#efdab4,09:30:00+00:00,11:00:00+00:00,15 Jan — 19 Mar,Better%20Start%20STREATHAM%20Spring%202025,Hillside Gardens One O’clock Club,"9 Hillside Road,SW2 3HL",020 8835 9569,
Maternal Journal,Wednesday,#cd9faf,13:00:00+00:00,15:00:00+00:00,26 Feb — 2 April Creative journaling activities for expectant and new mothers with their babies. To register email: maternaljournalsel@gmail.com,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Stay and Play 0 - 4yrs,Wednesday,#efdab4,13:30:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hillside Gardens One O’clock Club,"9 Hillside Road,SW2 3HL",020 8835 9569,
Circle of Security Parenting,Thursday,#cd9faf,09:30:00+00:00,11:30:00+00:00,30 Jan - 27 Mar Parenting Course with creche To register: www.lambeth.gov.uk/parenting,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Parents Only 5-11 years,Thursday,#cd9faf,09:30:00+00:00,11:15:00+00:00,Information and support group for parents of children aged 5-1 1years. Please see separate flyers for more details.,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Stay and Play 0 - 4 years,Thursday,#cd9faf,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Speech & Language Therapy Clinic Children’s Community Services,Thursday,#cd9faf,,,By appointment,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Being A Parent 2 - 11 years,Thursday,#aae3ff,13:00:00+00:00,15:00:00+00:00,23 Jan to 27 Mar Parenting Course with Creche,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
